Plan ID,渠道,标题,正文,触达成功,点击人次,发送日期
P0185,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩73份,快来领取优惠券 新人立减5元 免费配送,38243,4312,2026-08-01
P0185,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,27291,2242,2026-08-01
P0185,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩34份,快来领取优惠券 新人立减5元 免费配送,3865,2352,2026-08-01
P0185,短信,限时秒杀 免费麦辣鸡腿堡 仅剩85份,快来领取优惠券 新人立减5元 免费配送,35235,925,2026-08-01
P0185,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,30460,1187,2026-08-01
P0185,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,25519,3935,2026-08-01
P0185,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,9754,4088,2026-08-01
P0185,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩37份,快来领取优惠券 新人立减5元 免费配送,10951,290,2026-08-01
P0185,短信,限时秒杀 免费麦辣鸡腿堡 仅剩36份,快来领取优惠券 新人立减5元 免费配送,25813,4464,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,34794,3278,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,2238,1690,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,26488,3247,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩35份,快来领取优惠券 新人立减5元 免费配送,15620,4126,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩39份,快来领取优惠券 新人立减5元 免费配送,38815,2689,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,1938,136,2026-08-01
P0186,短信,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,12066,386,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩99份,快来领取优惠券 新人立减5元 免费配送,25910,4772,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,39903,4095,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,19888,1664,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,48599,3029,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,9541,1992,2026-08-01
P0186,短信,限时秒杀 免费麦辣鸡腿堡 仅剩8份,快来领取优惠券 新人立减5元 免费配送,45907,1900,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩8份,快来领取优惠券 新人立减5元 免费配送,18265,4858,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,21712,3154,2026-08-01
P0186,短信,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,32184,4603,2026-08-01
P0186,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩40份,快来领取优惠券 新人立减5元 免费配送,41486,913,2026-08-01
P0186,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩6份,快来领取优惠券 新人立减5元 免费配送,44587,1053,2026-08-01
P0186,短信,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,5060,494,2026-08-01
P0186,短信,限时秒杀 免费麦辣鸡腿堡 仅剩95份,快来领取优惠券 新人立减5元 免费配送,5233,3906,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩62份,快来领取优惠券 新人立减5元 免费配送,35412,2911,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩38份,快来领取优惠券 新人立减5元 免费配送,29936,4812,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,28332,3333,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,48724,4026,2026-08-01
P0187,短信,限时秒杀 免费麦辣鸡腿堡 仅剩75份,快来领取优惠券 新人立减5元 免费配送,14361,2470,2026-08-01
P0187,短信,限时秒杀 免费麦辣鸡腿堡 仅剩75份,快来领取优惠券 新人立减5元 免费配送,17654,1653,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩46份,快来领取优惠券 新人立减5元 免费配送,23871,4104,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩24份,快来领取优惠券 新人立减5元 免费配送,37633,4586,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,46796,4517,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩61份,快来领取优惠券 新人立减5元 免费配送,5099,4828,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,40546,3450,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩16份,快来领取优惠券 新人立减5元 免费配送,29639,4812,2026-08-01
P0187,短信,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,31152,4524,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩75份,快来领取优惠券 新人立减5元 免费配送,17669,250,2026-08-01
P0187,短信,限时秒杀 免费麦辣鸡腿堡 仅剩96份,快来领取优惠券 新人立减5元 免费配送,20895,3443,2026-08-01
P0187,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,21464,125,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩34份,快来领取优惠券 新人立减5元 免费配送,27201,1866,2026-08-01
P0187,短信,限时秒杀 免费麦辣鸡腿堡 仅剩97份,快来领取优惠券 新人立减5元 免费配送,5498,3029,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,29744,2764,2026-08-01
P0187,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,43184,4642,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩11份,快来领取优惠券 新人立减5元 免费配送,4724,2336,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,25947,4552,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,11189,1053,2026-08-01
P0188,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,40636,3510,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,37588,2276,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,22074,4759,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,49044,1576,2026-08-01
P0188,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩59份,快来领取优惠券 新人立减5元 免费配送,20576,1925,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,32366,2735,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩73份,快来领取优惠券 新人立减5元 免费配送,32658,439,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩91份,快来领取优惠券 新人立减5元 免费配送,39277,4122,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,41130,2574,2026-08-01
P0188,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,43079,2754,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩68份,快来领取优惠券 新人立减5元 免费配送,49793,955,2026-08-01
P0188,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,9919,2171,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩94份,快来领取优惠券 新人立减5元 免费配送,31943,2334,2026-08-01
P0188,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩10份,快来领取优惠券 新人立减5元 免费配送,12804,1725,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩43份,快来领取优惠券 新人立减5元 免费配送,12736,1875,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,26024,1682,2026-08-01
P0188,短信,限时秒杀 免费麦辣鸡腿堡 仅剩12份,快来领取优惠券 新人立减5元 免费配送,49283,2227,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,3201,4402,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,12321,1257,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,43707,3832,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,17156,3487,2026-08-01
P0189,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩24份,快来领取优惠券 新人立减5元 免费配送,11409,2161,2026-08-01
P0189,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,37146,2386,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,1559,383,2026-08-01
P0189,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,13801,605,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,33845,4070,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,43885,4303,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩15份,快来领取优惠券 新人立减5元 免费配送,47815,3025,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩32份,快来领取优惠券 新人立减5元 免费配送,11242,2021,2026-08-01
P0189,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩9份,快来领取优惠券 新人立减5元 免费配送,42608,3769,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩6份,快来领取优惠券 新人立减5元 免费配送,25560,1397,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩95份,快来领取优惠券 新人立减5元 免费配送,42394,1371,2026-08-01
P0189,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩25份,快来领取优惠券 新人立减5元 免费配送,48619,4040,2026-08-01
P0189,短信,限时秒杀 免费麦辣鸡腿堡 仅剩40份,快来领取优惠券 新人立减5元 免费配送,44109,4254,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,33553,4410,2026-08-01
P0189,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,20272,3528,2026-08-01
P0189,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,19991,746,2026-08-01
P0190,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩39份,快来领取优惠券 新人立减5元 免费配送,2217,518,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,7312,1302,2026-08-01
P0190,短信,限时秒杀 免费麦辣鸡腿堡 仅剩3份,快来领取优惠券 新人立减5元 免费配送,20393,1540,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩80份,快来领取优惠券 新人立减5元 免费配送,15597,4275,2026-08-01
P0190,短信,限时秒杀 免费麦辣鸡腿堡 仅剩19份,快来领取优惠券 新人立减5元 免费配送,30920,574,2026-08-01
P0190,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩98份,快来领取优惠券 新人立减5元 免费配送,20971,3892,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩94份,快来领取优惠券 新人立减5元 免费配送,34691,2998,2026-08-01
P0190,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩80份,快来领取优惠券 新人立减5元 免费配送,22396,4016,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,16646,4739,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩59份,快来领取优惠券 新人立减5元 免费配送,3690,1665,2026-08-01
P0190,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩92份,快来领取优惠券 新人立减5元 免费配送,7437,3319,2026-08-01
P0190,短信,限时秒杀 免费麦辣鸡腿堡 仅剩45份,快来领取优惠券 新人立减5元 免费配送,35024,3416,2026-08-01
P0190,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩74份,快来领取优惠券 新人立减5元 免费配送,25568,959,2026-08-01
P0190,短信,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,44998,4416,2026-08-01
P0190,短信,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,42196,831,2026-08-01
P0190,短信,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,43164,4177,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩54份,快来领取优惠券 新人立减5元 免费配送,40705,1786,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,19112,3031,2026-08-01
P0190,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,8891,334,2026-08-01
P0190,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,11916,4315,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,21384,361,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩67份,快来领取优惠券 新人立减5元 免费配送,17137,4183,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩72份,快来领取优惠券 新人立减5元 免费配送,31489,2374,2026-08-01
P0191,短信,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,36300,2777,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩73份,快来领取优惠券 新人立减5元 免费配送,40071,2104,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩59份,快来领取优惠券 新人立减5元 免费配送,22710,3531,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,32763,4624,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,22988,4346,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,48017,4949,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩44份,快来领取优惠券 新人立减5元 免费配送,47066,4564,2026-08-01
P0191,短信,限时秒杀 免费麦辣鸡腿堡 仅剩9份,快来领取优惠券 新人立减5元 免费配送,35627,4500,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩18份,快来领取优惠券 新人立减5元 免费配送,25004,2023,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩82份,快来领取优惠券 新人立减5元 免费配送,10088,2393,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩19份,快来领取优惠券 新人立减5元 免费配送,22349,860,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,3758,226,2026-08-01
P0191,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩10份,快来领取优惠券 新人立减5元 免费配送,4725,2979,2026-08-01
P0191,短信,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,3395,3480,2026-08-01
P0191,短信,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,35456,2287,2026-08-01
P0191,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩61份,快来领取优惠券 新人立减5元 免费配送,16038,784,2026-08-01
P0191,短信,限时秒杀 免费麦辣鸡腿堡 仅剩69份,快来领取优惠券 新人立减5元 免费配送,44496,227,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩44份,快来领取优惠券 新人立减5元 免费配送,25478,1419,2026-08-01
P0192,短信,限时秒杀 免费麦辣鸡腿堡 仅剩68份,快来领取优惠券 新人立减5元 免费配送,10502,3231,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩58份,快来领取优惠券 新人立减5元 免费配送,8683,4760,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩77份,快来领取优惠券 新人立减5元 免费配送,22295,590,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,19510,1490,2026-08-01
P0192,短信,限时秒杀 免费麦辣鸡腿堡 仅剩25份,快来领取优惠券 新人立减5元 免费配送,17102,3420,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩26份,快来领取优惠券 新人立减5元 免费配送,23527,3912,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,25425,3473,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩86份,快来领取优惠券 新人立减5元 免费配送,9164,4853,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,31694,4601,2026-08-01
P0192,短信,限时秒杀 免费麦辣鸡腿堡 仅剩42份,快来领取优惠券 新人立减5元 免费配送,7505,3030,2026-08-01
P0192,短信,限时秒杀 免费麦辣鸡腿堡 仅剩5份,快来领取优惠券 新人立减5元 免费配送,30903,3124,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,33910,1214,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩87份,快来领取优惠券 新人立减5元 免费配送,8765,3481,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,34553,840,2026-08-01
P0192,短信,限时秒杀 免费麦辣鸡腿堡 仅剩23份,快来领取优惠券 新人立减5元 免费配送,8097,1719,2026-08-01
P0192,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,17368,4947,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩39份,快来领取优惠券 新人立减5元 免费配送,21094,126,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩8份,快来领取优惠券 新人立减5元 免费配送,13972,3838,2026-08-01
P0192,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,6831,1220,2026-08-01
P0193,短信,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,38410,3501,2026-08-01
P0193,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩21份,快来领取优惠券 新人立减5元 免费配送,40827,4228,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩41份,快来领取优惠券 新人立减5元 免费配送,22060,2592,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩98份,快来领取优惠券 新人立减5元 免费配送,20147,1451,2026-08-01
P0193,短信,限时秒杀 免费麦辣鸡腿堡 仅剩70份,快来领取优惠券 新人立减5元 免费配送,47261,2928,2026-08-01
P0193,短信,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,49860,1384,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩83份,快来领取优惠券 新人立减5元 免费配送,33116,347,2026-08-01
P0193,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,48385,2168,2026-08-01
P0193,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,38138,4313,2026-08-01
P0193,短信,限时秒杀 免费麦辣鸡腿堡 仅剩53份,快来领取优惠券 新人立减5元 免费配送,5857,1489,2026-08-01
P0193,短信,限时秒杀 免费麦辣鸡腿堡 仅剩51份,快来领取优惠券 新人立减5元 免费配送,7042,1031,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩84份,快来领取优惠券 新人立减5元 免费配送,28245,2249,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩88份,快来领取优惠券 新人立减5元 免费配送,19205,4195,2026-08-01
P0193,短信,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,12644,3368,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩38份,快来领取优惠券 新人立减5元 免费配送,27112,4225,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩4份,快来领取优惠券 新人立减5元 免费配送,5222,3910,2026-08-01
P0193,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩27份,快来领取优惠券 新人立减5元 免费配送,27037,3667,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩12份,快来领取优惠券 新人立减5元 免费配送,25453,4502,2026-08-01
P0193,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩65份,快来领取优惠券 新人立减5元 免费配送,15056,3152,2026-08-01
P0193,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩29份,快来领取优惠券 新人立减5元 免费配送,33282,699,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩48份,快来领取优惠券 新人立减5元 免费配送,42414,3097,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩57份,快来领取优惠券 新人立减5元 免费配送,16827,4336,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩66份,快来领取优惠券 新人立减5元 免费配送,7416,3262,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩40份,快来领取优惠券 新人立减5元 免费配送,41132,3009,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩65份,快来领取优惠券 新人立减5元 免费配送,37252,1987,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩86份,快来领取优惠券 新人立减5元 免费配送,24919,3101,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩11份,快来领取优惠券 新人立减5元 免费配送,24318,1144,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩33份,快来领取优惠券 新人立减5元 免费配送,14240,957,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩54份,快来领取优惠券 新人立减5元 免费配送,35368,2971,2026-08-01
P0194,短信,限时秒杀 免费麦辣鸡腿堡 仅剩78份,快来领取优惠券 新人立减5元 免费配送,28594,1523,2026-08-01
P0194,短信,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,18668,284,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩65份,快来领取优惠券 新人立减5元 免费配送,32221,188,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩12份,快来领取优惠券 新人立减5元 免费配送,37505,2033,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩94份,快来领取优惠券 新人立减5元 免费配送,26441,3892,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩22份,快来领取优惠券 新人立减5元 免费配送,24371,1362,2026-08-01
P0194,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩43份,快来领取优惠券 新人立减5元 免费配送,12246,3250,2026-08-01
P0194,短信,限时秒杀 免费麦辣鸡腿堡 仅剩71份,快来领取优惠券 新人立减5元 免费配送,23570,2958,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩51份,快来领取优惠券 新人立减5元 免费配送,11335,3704,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩17份,快来领取优惠券 新人立减5元 免费配送,46234,3844,2026-08-01
P0194,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩81份,快来领取优惠券 新人立减5元 免费配送,13178,4966,2026-08-01
P0195,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩99份,快来领取优惠券 新人立减5元 免费配送,3497,3771,2026-08-01
P0195,企微1v1,限时秒杀 免费麦辣鸡腿堡 仅剩31份,快来领取优惠券 新人立减5元 免费配送,9072,182,2026-08-01
P0195,短信,限时秒杀 免费麦辣鸡腿堡 仅剩61份,快来领取优惠券 新人立减5元 免费配送,33500,1968,2026-08-01
P0195,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩79份,快来领取优惠券 新人立减5元 免费配送,9564,4762,2026-08-01
P0195,短信,限时秒杀 免费麦辣鸡腿堡 仅剩25份,快来领取优惠券 新人立减5元 免费配送,44487,2427,2026-08-01
P0195,短信,限时秒杀 免费麦辣鸡腿堡 仅剩93份,快来领取优惠券 新人立减5元 免费配送,46823,4668,2026-08-01
P0195,APP Push,限时秒杀 免费麦辣鸡腿堡 仅剩50份,快来领取优惠券 新人立减5元 免费配送,4290,4622,2026-08-01
P0195,短信,限时秒杀 免费麦辣鸡腿堡 仅剩68份,快来领取优惠券 新人立减5元 免费配送,43013,3830,2026-08-01
